Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type,timestamp,hour,dayofweek,is_weekend,month,usage_lag_1step,usage_lag_1day,usage_roll_mean_1day
110.81,35.28,0.0,0.05,95.29,100.0,72000,Weekday,Tuesday,Maximum_Load,2018-01-30 20:00:00,20,1,0,1,81.65,74.34,53.667794791666665
128.27,42.84,0.0,0.06,94.85,100.0,72900,Weekday,Tuesday,Medium_Load,2018-01-30 20:15:00,20,1,0,1,110.81,129.37415,53.65629322916666
122.26,40.18,0.0,0.06,95.0,100.0,74700,Weekday,Tuesday,Medium_Load,2018-01-30 20:45:00,20,1,0,1,84.92,66.24,54.033584895833336
100.08,48.17,0.0,0.05,90.11,100.0,4500,Weekday,Wednesday,Light_Load,2018-01-31 01:15:00,1,2,0,1,66.67,75.38,54.0933765625
129.37415,51.41,0.0,0.06,93.3,100.0,39600,Weekday,Wednesday,Maximum_Load,2018-01-31 11:00:00,11,2,0,1,96.77,103.54,51.68254322916667
114.23,56.05,0.0,0.05,89.78,100.0,40500,Weekday,Wednesday,Maximum_Load,2018-01-31 11:15:00,11,2,0,1,129.37415,60.26,52.24473072916667
129.37415,70.7,0.0,0.06,88.62,100.0,41400,Weekday,Wednesday,Maximum_Load,2018-01-31 11:30:00,11,2,0,1,114.23,54.94,53.02008645833334
121.28,53.06,0.0,0.06,91.62,100.0,42300,Weekday,Wednesday,Maximum_Load,2018-01-31 11:45:00,11,2,0,1,129.37415,81.9,53.43029479166666
107.46,34.42,0.0,0.05,95.23,100.0,48600,Weekday,Wednesday,Medium_Load,2018-01-31 13:30:00,13,2,0,1,76.46,67.21,54.50800312500001
123.88,44.75,0.0,0.06,94.05,100.0,49500,Weekday,Wednesday,Medium_Load,2018-01-31 13:45:00,13,2,0,1,107.46,58.68,55.18716979166667
129.37415,54.54,0.0,0.06,92.98,100.0,50400,Weekday,Wednesday,Medium_Load,2018-01-31 14:00:00,14,2,0,1,123.88,60.01,55.90971302083333
104.58,40.79,0.0,0.05,93.16,100.0,51300,Weekday,Wednesday,Medium_Load,2018-01-31 14:15:00,14,2,0,1,129.37415,59.22,56.382213020833326
129.37415,56.56,0.0,0.07,93.06,100.0,52200,Weekday,Wednesday,Medium_Load,2018-01-31 14:30:00,14,2,0,1,104.58,70.78,56.99256875
108.94,44.57,0.0,0.05,92.55,100.0,53100,Weekday,Wednesday,Medium_Load,2018-01-31 14:45:00,14,2,0,1,129.37415,75.64,57.33944375
120.35,47.38,0.0,0.06,93.05,100.0,54000,Weekday,Wednesday,Medium_Load,2018-01-31 15:00:00,15,2,0,1,108.94,73.37,57.82881875
118.91,38.52,0.0,0.05,95.13,100.0,54900,Weekday,Wednesday,Medium_Load,2018-01-31 15:15:00,15,2,0,1,120.35,64.8,58.39246458333334
116.03,46.19,0.0,0.05,92.91,100.0,55800,Weekday,Wednesday,Medium_Load,2018-01-31 15:30:00,15,2,0,1,118.91,66.46,58.90881875
129.37415,52.6,0.0,0.06,93.14,100.0,56700,Weekday,Wednesday,Medium_Load,2018-01-31 15:45:00,15,2,0,1,116.03,77.4,59.45021614583334
124.88,49.32,0.0,0.06,93.01,100.0,57600,Weekday,Wednesday,Medium_Load,2018-01-31 16:00:00,16,2,0,1,129.37415,74.38,59.9762578125
129.37415,55.12,0.0,0.06,93.01,100.0,58500,Weekday,Wednesday,Medium_Load,2018-01-31 16:15:00,16,2,0,1,124.88,72.04,60.57348854166667
111.85,40.93,0.0,0.05,93.91,100.0,59400,Weekday,Wednesday,Medium_Load,2018-01-31 16:30:00,16,2,0,1,129.37415,68.36,61.026509375
129.37415,53.75,0.0,0.06,93.01,100.0,60300,Weekday,Wednesday,Medium_Load,2018-01-31 16:45:00,16,2,0,1,111.85,77.47,61.567177604166666
109.12,39.1,0.0,0.05,94.14,100.0,61200,Weekday,Wednesday,Medium_Load,2018-01-31 17:00:00,17,2,0,1,129.37415,76.64,61.9055109375
127.69,44.57,0.0,0.06,94.41,100.0,62100,Weekday,Wednesday,Maximum_Load,2018-01-31 17:15:00,17,2,0,1,109.12,69.44,62.51228177083333
99.29,18.61,0.0,0.05,98.29,100.0,63900,Weekday,Wednesday,Maximum_Load,2018-01-31 17:45:00,17,2,0,1,98.42,51.88,63.313219270833336
102.2,35.57,0.0,0.05,94.44,100.0,66600,Weekday,Wednesday,Maximum_Load,2018-01-31 18:30:00,18,2,0,1,59.69,65.45,64.3226984375
99.22,17.82,0.0,0.05,98.43,100.0,75600,Weekday,Wednesday,Medium_Load,2018-01-31 21:00:00,21,2,0,1,49.43,71.42,62.93061510416667
99.76,49.93,0.0,0.05,89.42,100.0,82800,Weekday,Wednesday,Maximum_Load,2018-01-31 23:00:00,23,2,0,1,54.54,68.4,63.289781770833336
104.65,55.08,0.0,0.05,88.49,100.0,0,Weekday,Thursday,Light_Load,2018-02-01 00:00:00,0,3,0,2,95.0,60.01,63.867906770833336
129.37415,76.79,0.0,0.06,86.42,100.0,30600,Weekday,Thursday,Light_Load,2018-02-01 08:30:00,8,3,0,2,66.56,60.88,64.30336666666666
119.38,72.4,0.0,0.05,85.5,100.0,31500,Weekday,Thursday,Light_Load,2018-02-01 08:45:00,8,3,0,2,129.37415,49.32,65.03315833333333
124.45,51.23,0.0,0.06,92.47,100.0,32400,Weekday,Thursday,Light_Load,2018-02-01 09:00:00,9,3,0,2,119.38,58.07,65.72461666666668
113.0,40.68,0.0,0.05,94.09,100.0,33300,Weekday,Thursday,Medium_Load,2018-02-01 09:15:00,9,3,0,2,124.45,76.54,66.10440833333334
99.76,39.13,0.0,0.05,93.09,100.0,36000,Weekday,Thursday,Medium_Load,2018-02-01 10:00:00,10,3,0,2,79.74,54.4,66.96045000000001
129.37415,59.44,0.0,0.06,91.5,100.0,36900,Weekday,Thursday,Maximum_Load,2018-02-01 10:15:00,10,3,0,2,99.76,59.08,67.69268072916667
115.45,48.96,0.0,0.05,92.06,100.0,37800,Weekday,Thursday,Maximum_Load,2018-02-01 10:30:00,10,3,0,2,129.37415,54.18,68.33090989583333
129.37415,60.48,0.0,0.06,91.41,100.0,38700,Weekday,Thursday,Maximum_Load,2018-02-01 10:45:00,10,3,0,2,115.45,96.77,68.67053645833333
108.11,58.32,0.0,0.05,88.01,100.0,41400,Weekday,Thursday,Maximum_Load,2018-02-01 11:30:00,11,3,0,2,74.59,129.37415,67.59336666666667
107.35,59.0,0.0,0.05,87.64,100.0,42300,Weekday,Thursday,Maximum_Load,2018-02-01 11:45:00,11,3,0,2,108.11,121.28,67.44826250000001
129.37415,81.94,0.0,0.07,87.13,100.0,43200,Weekday,Thursday,Maximum_Load,2018-02-01 12:00:00,12,3,0,2,107.35,97.7,67.7782015625
109.58,51.3,0.0,0.05,90.57,100.0,48600,Weekday,Thursday,Medium_Load,2018-02-01 13:30:00,13,3,0,2,51.8,107.46,67.65893072916667
127.8,55.55,0.0,0.06,91.71,100.0,49500,Weekday,Thursday,Medium_Load,2018-02-01 13:45:00,13,3,0,2,109.58,123.88,67.6997640625
105.37,48.1,0.0,0.05,90.97,100.0,50400,Weekday,Thursday,Medium_Load,2018-02-01 14:00:00,14,3,0,2,127.8,129.37415,67.44972083333333
129.37415,64.22,0.0,0.06,90.9,100.0,51300,Weekday,Thursday,Medium_Load,2018-02-01 14:15:00,14,3,0,2,105.37,104.58,67.70799322916668
122.54,51.88,0.0,0.06,92.09,100.0,53100,Weekday,Thursday,Medium_Load,2018-02-01 14:45:00,14,3,0,2,96.91,108.94,67.51149166666667
110.27,48.71,0.0,0.05,91.47,100.0,54000,Weekday,Thursday,Medium_Load,2018-02-01 15:00:00,15,3,0,2,122.54,120.35,67.40649166666667
103.25,42.95,0.0,0.05,92.33,100.0,71100,Weekday,Thursday,Maximum_Load,2018-02-01 19:45:00,19,3,0,2,92.84,76.32,62.43969531249999
120.13,41.04,0.0,0.06,94.63,100.0,72000,Weekday,Thursday,Maximum_Load,2018-02-01 20:00:00,20,3,0,2,103.25,55.87,63.1090703125
117.25,36.11,0.0,0.05,95.57,100.0,73800,Weekday,Thursday,Medium_Load,2018-02-01 20:30:00,20,3,0,2,80.21,66.2,63.44698697916667
103.97,25.34,0.0,0.05,97.16,100.0,76500,Weekday,Thursday,Medium_Load,2018-02-01 21:15:00,21,3,0,2,83.2,77.62,63.76677864583333
99.36,24.16,0.25,0.05,97.17,100.0,78300,Weekday,Thursday,Medium_Load,2018-02-01 21:45:00,21,3,0,2,39.56,96.7,63.36427864583334
102.24,56.38,0.0,0.05,87.57,100.0,81000,Weekday,Thursday,Maximum_Load,2018-02-01 22:30:00,22,3,0,2,54.68,80.5,63.39417447916667
105.37,56.7,0.0,0.05,88.06,100.0,82800,Weekday,Thursday,Maximum_Load,2018-02-01 23:00:00,23,3,0,2,72.07,99.76,63.63521614583334
105.16,54.86,0.0,0.05,88.66,100.0,84600,Weekday,Thursday,Light_Load,2018-02-01 23:30:00,23,3,0,2,69.26,87.19,63.593653645833335
105.55,55.76,0.0,0.05,88.42,100.0,1800,Weekday,Friday,Light_Load,2018-02-02 00:30:00,0,4,0,2,63.76,77.22,62.67542447916666
104.94,55.69,0.0,0.05,88.33,100.0,3600,Weekday,Friday,Light_Load,2018-02-02 01:00:00,1,4,0,2,67.03,88.96,62.768757812500006
109.48,38.66,0.0,0.05,94.29,100.0,58500,Weekday,Friday,Medium_Load,2018-02-02 16:15:00,16,4,0,2,84.6,74.59,50.58385416666667
112.32,37.62,0.0,0.05,94.82,100.0,59400,Weekday,Friday,Medium_Load,2018-02-02 16:30:00,16,4,0,2,109.48,85.07,50.86770833333333
102.35,28.66,0.0,0.05,96.3,100.0,61200,Weekday,Friday,Medium_Load,2018-02-02 17:00:00,17,4,0,2,94.93,72.86,51.31999999999999
105.8,41.22,0.0,0.05,93.18,100.0,37800,Weekday,Monday,Maximum_Load,2018-02-05 10:30:00,10,0,0,2,91.84,4.39,12.298020833333332
103.43,39.67,0.0,0.05,93.37,100.0,38700,Weekday,Monday,Maximum_Load,2018-02-05 10:45:00,10,0,0,2,105.8,5.08,13.3225
125.39,63.68,0.0,0.06,89.16,100.0,41400,Weekday,Monday,Maximum_Load,2018-02-05 11:30:00,11,0,0,2,93.56,4.07,16.4946875
114.59,57.02,0.0,0.05,89.53,100.0,42300,Weekday,Monday,Maximum_Load,2018-02-05 11:45:00,11,0,0,2,125.39,4.82,17.638125
108.76,55.58,0.0,0.05,89.05,100.0,43200,Weekday,Monday,Maximum_Load,2018-02-05 12:00:00,12,0,0,2,114.59,4.57,18.7234375
124.42,39.92,0.0,0.06,95.22,100.0,51300,Weekday,Monday,Medium_Load,2018-02-05 14:15:00,14,0,0,2,89.68,4.18,23.612604166666667
110.41,29.95,0.0,0.05,96.51,100.0,53100,Weekday,Monday,Medium_Load,2018-02-05 14:45:00,14,0,0,2,88.2,4.97,25.58541666666667
109.15,36.72,0.0,0.05,94.78,100.0,54000,Weekday,Monday,Medium_Load,2018-02-05 15:00:00,15,0,0,2,110.41,4.68,26.67364583333333
106.81,29.95,0.0,0.05,96.29,100.0,54900,Weekday,Monday,Medium_Load,2018-02-05 15:15:00,15,0,0,2,109.15,4.21,27.742395833333333
102.64,28.69,0.0,0.05,96.31,100.0,55800,Weekday,Monday,Medium_Load,2018-02-05 15:30:00,15,0,0,2,106.81,4.86,28.7609375
102.28,36.54,0.0,0.05,94.17,100.0,56700,Weekday,Monday,Medium_Load,2018-02-05 15:45:00,15,0,0,2,102.64,5.83,29.765625
101.52,25.92,0.0,0.05,96.89,100.0,58500,Weekday,Monday,Medium_Load,2018-02-05 16:15:00,16,0,0,2,67.25,4.18,31.431354166666665
113.15,33.7,0.0,0.05,95.84,100.0,59400,Weekday,Monday,Medium_Load,2018-02-05 16:30:00,16,0,0,2,101.52,4.18,32.56645833333334
100.66,39.71,0.0,0.05,93.02,100.0,61200,Weekday,Monday,Medium_Load,2018-02-05 17:00:00,17,0,0,2,75.28,4.79,34.2971875
102.56,61.6,0.0,0.05,85.73,100.0,31500,Weekday,Tuesday,Light_Load,2018-02-06 08:45:00,8,1,0,2,93.02,69.77,55.91041666666666
126.79,52.96,0.0,0.06,92.27,100.0,32400,Weekday,Tuesday,Light_Load,2018-02-06 09:00:00,9,1,0,2,102.56,70.49,56.496875
109.22,35.71,0.0,0.05,95.05,100.0,33300,Weekday,Tuesday,Medium_Load,2018-02-06 09:15:00,9,1,0,2,126.79,63.11,56.97718750000001
125.24,46.73,0.0,0.06,93.69,100.0,35100,Weekday,Tuesday,Medium_Load,2018-02-06 09:45:00,9,1,0,2,96.41,76.64,57.744062500000005
120.64,51.77,0.0,0.06,91.9,100.0,36000,Weekday,Tuesday,Medium_Load,2018-02-06 10:00:00,10,1,0,2,125.24,74.41,58.225625
102.53,36.14,0.0,0.05,94.31,100.0,36900,Weekday,Tuesday,Maximum_Load,2018-02-06 10:15:00,10,1,0,2,120.64,91.84,58.33697916666667
117.79,41.26,0.0,0.05,94.38,100.0,37800,Weekday,Tuesday,Maximum_Load,2018-02-06 10:30:00,10,1,0,2,102.53,105.8,58.461875
102.71,35.39,0.0,0.05,94.55,100.0,38700,Weekday,Tuesday,Maximum_Load,2018-02-06 10:45:00,10,1,0,2,117.79,103.43,58.454375
111.92,34.02,0.0,0.05,95.68,100.0,39600,Weekday,Tuesday,Maximum_Load,2018-02-06 11:00:00,11,1,0,2,102.71,98.32,58.59604166666667
119.92,55.91,0.0,0.05,90.63,100.0,40500,Weekday,Tuesday,Maximum_Load,2018-02-06 11:15:00,11,1,0,2,111.92,93.56,58.870625
117.94,65.77,0.0,0.05,87.34,100.0,41400,Weekday,Tuesday,Maximum_Load,2018-02-06 11:30:00,11,1,0,2,119.92,125.39,58.79302083333334
129.37415,67.75,0.0,0.06,88.92,100.0,42300,Weekday,Tuesday,Maximum_Load,2018-02-06 11:45:00,11,1,0,2,117.94,114.59,58.947022395833336
124.42,68.76,0.0,0.06,87.52,100.0,43200,Weekday,Tuesday,Maximum_Load,2018-02-06 12:00:00,12,1,0,2,129.37415,108.76,59.11014739583334
127.19,52.67,0.0,0.06,92.39,100.0,48600,Weekday,Tuesday,Medium_Load,2018-02-06 13:30:00,13,1,0,2,72.14,98.6,59.40535572916667
125.57,44.89,0.0,0.06,94.16,100.0,49500,Weekday,Tuesday,Medium_Load,2018-02-06 13:45:00,13,1,0,2,127.19,79.09,59.88952239583333
113.33,45.94,0.0,0.05,92.68,100.0,50400,Weekday,Thursday,Medium_Load,2018-02-08 14:00:00,14,3,0,2,82.33,67.93,37.85395833333333
124.63,55.33,0.0,0.06,91.4,100.0,51300,Weekday,Thursday,Medium_Load,2018-02-08 14:15:00,14,3,0,2,113.33,63.4,38.49177083333333
118.22,54.04,0.0,0.05,90.95,100.0,52200,Weekday,Thursday,Medium_Load,2018-02-08 14:30:00,14,3,0,2,124.63,77.04,38.92072916666667
108.65,38.3,0.0,0.05,94.31,100.0,54000,Weekday,Thursday,Medium_Load,2018-02-08 15:00:00,15,3,0,2,85.61,68.36,39.4296875
100.94,42.52,0.0,0.05,92.16,100.0,54900,Weekday,Thursday,Medium_Load,2018-02-08 15:15:00,15,3,0,2,108.65,71.28,39.73864583333333
113.9,47.99,0.0,0.05,92.15,100.0,56700,Weekday,Thursday,Medium_Load,2018-02-08 15:45:00,15,3,0,2,70.49,59.22,40.290625
106.56,33.44,0.0,0.05,95.41,100.0,57600,Weekday,Thursday,Medium_Load,2018-02-08 16:00:00,16,3,0,2,113.9,53.53,40.84302083333333
105.55,33.05,0.0,0.05,95.43,100.0,58500,Weekday,Thursday,Medium_Load,2018-02-08 16:15:00,16,3,0,2,106.56,53.6,41.384166666666665
129.37415,48.85,0.0,0.06,93.68,100.0,61200,Weekday,Thursday,Medium_Load,2018-02-08 17:00:00,17,3,0,2,89.03,70.02,42.3733765625
113.15,66.64,0.0,0.05,86.17,100.0,62100,Weekday,Thursday,Maximum_Load,2018-02-08 17:15:00,17,3,0,2,129.37415,66.42,42.86014739583334
111.49,31.36,0.0,0.05,96.26,100.0,71100,Weekday,Thursday,Maximum_Load,2018-02-08 19:45:00,19,3,0,2,76.32,37.4,45.98139739583333
109.15,30.35,0.0,0.05,96.34,100.0,73800,Weekday,Thursday,Medium_Load,2018-02-08 20:30:00,20,3,0,2,92.27,36.61,47.59952239583333
100.84,25.06,0.07,0.05,97.05,100.0,75600,Weekday,Thursday,Medium_Load,2018-02-08 21:00:00,21,3,0,2,51.59,41.26,48.30420989583333
107.5,28.69,0.0,0.05,96.62,100.0,76500,Weekday,Thursday,Medium_Load,2018-02-08 21:15:00,21,3,0,2,100.84,37.12,49.03733489583333
103.18,61.74,0.0,0.05,85.81,100.0,30600,Weekday,Friday,Light_Load,2018-02-09 08:30:00,8,4,0,2,57.56,57.74,52.9043140625
114.66,71.5,0.0,0.05,84.85,100.0,31500,Weekday,Friday,Light_Load,2018-02-09 08:45:00,8,4,0,2,103.18,58.03,53.494209895833336
113.29,50.76,0.0,0.05,91.26,100.0,32400,Weekday,Friday,Light_Load,2018-02-09 09:00:00,9,4,0,2,114.66,63.94,54.00827239583334
114.73,48.13,0.0,0.05,92.21,100.0,33300,Weekday,Friday,Medium_Load,2018-02-09 09:15:00,9,4,0,2,113.29,66.42,54.5115015625
129.37415,54.54,0.0,0.06,92.23,100.0,54000,Weekday,Friday,Medium_Load,2018-02-09 15:00:00,15,4,0,2,83.34,108.65,52.540190625
111.92,44.6,0.0,0.05,92.9,100.0,55800,Weekday,Friday,Medium_Load,2018-02-09 15:30:00,15,4,0,2,80.68,70.49,52.76071145833333
129.37415,58.79,0.0,0.06,92.06,100.0,56700,Weekday,Friday,Medium_Load,2018-02-09 15:45:00,15,4,0,2,111.92,113.9,52.92190052083333
111.56,30.24,0.0,0.05,96.52,100.0,72000,Weekday,Friday,Maximum_Load,2018-02-09 20:00:00,20,4,0,2,78.01,74.56,50.32321145833334
106.02,27.83,0.0,0.05,96.72,100.0,74700,Weekday,Friday,Medium_Load,2018-02-09 20:45:00,20,4,0,2,80.35,51.59,50.46602395833333
103.39,25.63,0.0,0.05,97.06,100.0,77400,Weekday,Friday,Medium_Load,2018-02-09 21:30:00,21,4,0,2,85.43,48.31,50.46560729166666
106.27,27.25,0.0,0.05,96.87,100.0,79200,Weekday,Friday,Medium_Load,2018-02-09 22:00:00,22,4,0,2,56.88,56.48,50.714253125
107.89,58.61,0.0,0.05,87.87,100.0,81900,Weekday,Friday,Maximum_Load,2018-02-09 22:45:00,22,4,0,2,64.66,38.56,52.25883645833333
107.82,58.14,0.0,0.05,88.02,100.0,84600,Weekday,Friday,Light_Load,2018-02-09 23:30:00,23,4,0,2,62.78,38.95,52.74404479166666
104.72,56.92,0.0,0.05,87.86,100.0,2700,Weekend,Saturday,Light_Load,2018-02-10 00:45:00,0,5,1,2,53.17,60.98,52.49133645833333
107.78,64.48,0.0,0.05,85.82,100.0,31500,Weekday,Monday,Light_Load,2018-02-12 08:45:00,8,0,0,2,97.45,4.39,7.1628125
128.99,57.6,0.0,0.06,91.31,100.0,32400,Weekday,Monday,Light_Load,2018-02-12 09:00:00,9,0,0,2,107.78,4.46,8.459999999999999
106.31,39.31,0.0,0.05,93.79,100.0,33300,Weekday,Monday,Medium_Load,2018-02-12 09:15:00,9,0,0,2,128.99,4.18,9.523854166666668
106.42,44.53,0.0,0.05,92.25,100.0,34200,Weekday,Monday,Medium_Load,2018-02-12 09:30:00,9,0,0,2,106.31,5.29,10.577291666666666
129.37415,56.12,0.0,0.06,91.96,100.0,35100,Weekday,Monday,Medium_Load,2018-02-12 09:45:00,9,0,0,2,106.42,5.0,11.872855729166666
115.49,48.31,0.0,0.05,92.25,100.0,36000,Weekday,Monday,Medium_Load,2018-02-12 10:00:00,10,0,0,2,129.37415,4.28,13.031293229166666
127.87,57.13,0.0,0.06,91.3,100.0,36900,Weekday,Monday,Maximum_Load,2018-02-12 10:15:00,10,0,0,2,115.49,4.1,14.320564062500004
129.37415,61.45,0.0,0.06,90.92,100.0,37800,Weekday,Monday,Maximum_Load,2018-02-12 10:30:00,10,0,0,2,127.87,4.68,15.619461458333332
106.78,54.29,0.0,0.05,89.14,100.0,41400,Weekday,Monday,Maximum_Load,2018-02-12 11:30:00,11,0,0,2,88.63,4.61,19.053836458333333
128.34,54.18,0.0,0.06,92.13,100.0,49500,Weekday,Monday,Medium_Load,2018-02-12 13:45:00,13,0,0,2,90.72,3.96,23.713315625000003
104.69,46.94,0.0,0.05,91.25,100.0,50400,Weekday,Monday,Medium_Load,2018-02-12 14:00:00,14,0,0,2,128.34,3.96,24.76258645833333
117.54,55.51,0.0,0.05,90.42,100.0,41400,Weekday,Tuesday,Maximum_Load,2018-02-13 11:30:00,11,1,0,2,95.44,106.78,40.79083333333333
112.21,51.8,0.0,0.05,90.79,100.0,42300,Weekday,Tuesday,Maximum_Load,2018-02-13 11:45:00,11,1,0,2,117.54,83.66,41.088229166666665
125.03,40.5,0.0,0.06,95.13,100.0,48600,Weekday,Tuesday,Medium_Load,2018-02-13 13:30:00,13,1,0,2,75.49,90.72,41.83802083333333
124.09,36.43,0.0,0.06,95.95,100.0,50400,Weekday,Tuesday,Medium_Load,2018-02-13 14:00:00,14,1,0,2,94.57,104.69,41.68833333333334
111.67,32.8,0.0,0.05,95.95,100.0,53100,Weekday,Tuesday,Medium_Load,2018-02-13 14:45:00,14,1,0,2,95.4,51.73,43.01125
100.37,23.98,0.0,0.05,97.26,100.0,54000,Weekday,Tuesday,Medium_Load,2018-02-13 15:00:00,15,1,0,2,111.67,48.46,43.55197916666666
111.28,35.17,0.0,0.05,95.35,100.0,56700,Weekday,Tuesday,Medium_Load,2018-02-13 15:45:00,15,1,0,2,54.72,51.52,44.28802083333333
120.24,38.84,0.0,0.06,95.16,100.0,57600,Weekday,Tuesday,Medium_Load,2018-02-13 16:00:00,16,1,0,2,111.28,69.66,44.81489583333333
110.34,27.25,0.0,0.05,97.08,100.0,59400,Weekday,Tuesday,Medium_Load,2018-02-13 16:30:00,16,1,0,2,75.64,50.9,45.701145833333335
100.98,23.15,0.5,0.05,97.47,100.0,60300,Weekday,Tuesday,Medium_Load,2018-02-13 16:45:00,16,1,0,2,110.34,60.62,46.1215625
103.1,47.88,0.0,0.05,90.7,100.0,0,Weekday,Monday,Light_Load,2018-02-19 00:00:00,0,0,0,2,3.24,3.53,4.562083333333333
100.98,33.84,0.0,0.05,94.82,100.0,72000,Weekday,Monday,Maximum_Load,2018-02-19 20:00:00,20,0,0,2,67.61,3.53,33.63583333333333
102.64,49.21,0.0,0.05,90.17,100.0,3600,Weekday,Tuesday,Light_Load,2018-02-20 01:00:00,1,1,0,2,73.12,3.28,47.884479166666665
129.37415,52.52,0.0,0.06,93.7,100.0,33300,Weekday,Tuesday,Medium_Load,2018-02-20 09:15:00,9,1,0,2,75.31,62.1,50.0649390625
116.82,44.39,0.0,0.05,93.48,100.0,35100,Weekday,Tuesday,Medium_Load,2018-02-20 09:45:00,9,1,0,2,84.17,59.54,50.74525156250001
104.36,44.71,0.0,0.05,91.92,100.0,36000,Weekday,Tuesday,Medium_Load,2018-02-20 10:00:00,10,1,0,2,116.82,75.28,51.04816822916666
129.37415,53.35,0.0,0.06,92.95,100.0,36900,Weekday,Tuesday,Maximum_Load,2018-02-20 10:15:00,10,1,0,2,104.36,54.61,51.82696145833334
116.53,32.29,0.0,0.05,96.37,100.0,38700,Weekday,Tuesday,Maximum_Load,2018-02-20 10:45:00,10,1,0,2,87.8,64.76,52.487690625000006
106.45,44.46,0.0,0.05,92.28,100.0,40500,Weekday,Tuesday,Maximum_Load,2018-02-20 11:15:00,11,1,0,2,61.24,76.61,52.73591979166667
120.6,51.88,0.0,0.06,91.86,100.0,41400,Weekday,Tuesday,Maximum_Load,2018-02-20 11:30:00,11,1,0,2,106.45,61.49,53.351648958333335
110.95,34.7,0.0,0.05,95.44,100.0,49500,Weekday,Tuesday,Medium_Load,2018-02-20 13:45:00,13,1,0,2,73.12,53.75,53.885607291666666
119.09,36.58,0.0,0.05,95.59,100.0,51300,Weekday,Tuesday,Medium_Load,2018-02-20 14:15:00,14,1,0,2,94.64,57.64,54.77654479166666
111.24,30.64,0.0,0.05,96.41,100.0,53100,Weekday,Tuesday,Medium_Load,2018-02-20 14:45:00,14,1,0,2,67.43,78.77,55.207378125
99.58,27.11,0.0,0.05,96.49,100.0,54000,Weekday,Tuesday,Medium_Load,2018-02-20 15:00:00,15,1,0,2,111.24,59.51,55.62477395833333
102.31,28.76,0.0,0.05,96.27,100.0,55800,Weekday,Tuesday,Medium_Load,2018-02-20 15:30:00,15,1,0,2,83.74,70.96,56.21873229166667
100.66,31.21,0.0,0.05,95.51,100.0,56700,Weekday,Tuesday,Medium_Load,2018-02-20 15:45:00,15,1,0,2,102.31,63.5,56.605815625
123.19,38.38,0.0,0.06,95.47,100.0,58500,Weekday,Tuesday,Medium_Load,2018-02-20 16:15:00,16,1,0,2,69.8,71.53,57.206128125
104.36,26.93,0.0,0.05,96.83,100.0,61200,Weekday,Tuesday,Medium_Load,2018-02-20 17:00:00,17,1,0,2,64.19,91.73,57.27216979166667
108.54,32.58,0.0,0.05,95.78,100.0,62100,Weekday,Tuesday,Maximum_Load,2018-02-20 17:15:00,17,1,0,2,104.36,87.19,57.494565625
108.97,40.75,0.0,0.05,93.67,100.0,65700,Weekday,Tuesday,Maximum_Load,2018-02-20 18:15:00,18,1,0,2,75.71,54.76,58.98185729166667
117.65,37.8,0.0,0.05,95.21,100.0,67500,Weekday,Tuesday,Maximum_Load,2018-02-20 18:45:00,18,1,0,2,94.75,67.97,59.85404479166667
112.18,31.07,0.0,0.05,96.37,100.0,69300,Weekday,Tuesday,Maximum_Load,2018-02-20 19:15:00,19,1,0,2,92.63,58.18,60.747690625
105.12,28.91,0.0,0.05,96.42,100.0,71100,Weekday,Tuesday,Maximum_Load,2018-02-20 19:45:00,19,1,0,2,98.57,67.61,61.48946145833333
104.15,30.46,0.0,0.05,95.98,100.0,72000,Weekday,Tuesday,Maximum_Load,2018-02-20 20:00:00,20,1,0,2,105.12,100.98,61.52248229166667
113.65,34.85,0.0,0.05,95.61,100.0,73800,Weekday,Tuesday,Medium_Load,2018-02-20 20:30:00,20,1,0,2,68.69,55.76,62.03060729166668
104.62,45.0,0.0,0.05,91.86,100.0,50400,Weekday,Wednesday,Medium_Load,2018-02-21 14:00:00,14,2,0,2,66.2,94.64,56.573125
129.37415,56.77,0.0,0.06,92.15,100.0,52200,Weekday,Wednesday,Medium_Load,2018-02-21 14:30:00,14,2,0,2,73.66,67.43,56.745147395833335
117.04,43.13,0.0,0.05,93.83,100.0,53100,Weekday,Wednesday,Medium_Load,2018-02-21 14:45:00,14,2,0,2,129.37415,111.24,56.8055640625
101.95,46.62,0.0,0.05,90.94,100.0,54000,Weekday,Wednesday,Medium_Load,2018-02-21 15:00:00,15,2,0,2,117.04,99.58,56.8302515625
129.37415,56.45,0.0,0.06,92.0,100.0,54900,Weekday,Wednesday,Medium_Load,2018-02-21 15:15:00,15,2,0,2,101.95,83.74,57.30560729166666
103.5,41.72,0.0,0.05,92.75,100.0,56700,Weekday,Wednesday,Medium_Load,2018-02-21 15:45:00,15,2,0,2,93.6,100.66,57.24446145833334
124.42,47.88,0.0,0.06,93.33,100.0,57600,Weekday,Wednesday,Medium_Load,2018-02-21 16:00:00,16,2,0,2,103.5,69.8,57.81341979166667
129.37415,54.76,0.0,0.06,92.43,100.0,59400,Weekday,Wednesday,Medium_Load,2018-02-21 16:30:00,16,2,0,2,91.19,84.64,57.946067187500006
