Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type,timestamp,hour,dayofweek,is_weekend,month,usage_lag_1step,usage_lag_1day,usage_roll_mean_1day
52.27,13.86,0.43,0.02,96.66,100.0,63900,Weekday,Friday,Maximum_Load,2018-02-23 17:45:00,17,4,0,2,60.19,83.2,55.79913125000001
44.96,9.5,0.79,0.02,97.84,99.98,64800,Weekday,Friday,Maximum_Load,2018-02-23 18:00:00,18,4,0,2,52.27,54.22,55.70267291666667
57.89,38.7,0.11,0.03,83.13,100.0,65700,Weekday,Friday,Maximum_Load,2018-02-23 18:15:00,18,4,0,2,44.96,76.54,55.50840208333333
65.09,49.46,0.0,0.03,79.62,100.0,66600,Weekday,Friday,Maximum_Load,2018-02-23 18:30:00,18,4,0,2,57.89,129.37415000000001,54.83877552083334
62.64,30.2,0.0,0.03,90.08,100.0,67500,Weekday,Friday,Maximum_Load,2018-02-23 18:45:00,18,4,0,2,65.09,109.62,54.349400520833335
61.09,24.48,0.0,0.03,92.82,100.0,68400,Weekday,Friday,Maximum_Load,2018-02-23 19:00:00,19,4,0,2,62.64,111.71,53.822108854166665
51.34,9.76,0.0,0.02,98.24,100.0,69300,Weekday,Friday,Maximum_Load,2018-02-23 19:15:00,19,4,0,2,61.09,129.37415000000001,53.00925312500001
53.75,21.02,0.04,0.02,93.13,100.0,70200,Weekday,Friday,Maximum_Load,2018-02-23 19:30:00,19,4,0,2,51.34,119.95,52.319669791666676
48.06,6.66,0.07,0.02,99.05,100.0,71100,Weekday,Friday,Maximum_Load,2018-02-23 19:45:00,19,4,0,2,53.75,99.47,51.78414895833333
52.24,12.71,0.07,0.02,97.17,100.0,72000,Weekday,Friday,Maximum_Load,2018-02-23 20:00:00,20,4,0,2,48.06,91.01,51.380294791666664
50.58,8.32,0.07,0.02,98.67,100.0,72900,Weekday,Friday,Medium_Load,2018-02-23 20:15:00,20,4,0,2,52.24,107.93,50.782898958333334
45.14,4.14,0.07,0.02,99.58,100.0,73800,Weekday,Friday,Medium_Load,2018-02-23 20:30:00,20,4,0,2,50.58,92.59,50.288628125
45.97,2.09,2.88,0.02,99.9,99.8,74700,Weekday,Friday,Medium_Load,2018-02-23 20:45:00,20,4,0,2,45.14,107.14,49.651440625
38.27,0.0,4.28,0.02,100.0,99.38,75600,Weekday,Friday,Medium_Load,2018-02-23 21:00:00,21,4,0,2,45.97,100.87,48.99935729166666
37.51,0.04,4.36,0.02,100.0,99.33,76500,Weekday,Friday,Medium_Load,2018-02-23 21:15:00,21,4,0,2,38.27,113.51,48.207690625
34.92,0.14,5.69,0.02,100.0,98.7,77400,Weekday,Friday,Medium_Load,2018-02-23 21:30:00,21,4,0,2,37.51,102.28,47.50602395833334
35.32,0.11,5.0,0.02,100.0,99.01,78300,Weekday,Friday,Medium_Load,2018-02-23 21:45:00,21,4,0,2,34.92,57.67,47.27321145833333
38.05,0.25,3.31,0.02,100.0,99.62,79200,Weekday,Friday,Medium_Load,2018-02-23 22:00:00,22,4,0,2,35.32,64.15,47.001336458333334
72.79,19.04,0.83,0.03,96.75,99.99,80100,Weekday,Friday,Maximum_Load,2018-02-23 22:15:00,22,4,0,2,38.05,93.89,46.78154479166667
77.4,37.58,0.0,0.04,89.96,100.0,81000,Weekday,Friday,Maximum_Load,2018-02-23 22:30:00,22,4,0,2,72.79,51.16,47.05487812500001
79.27,37.76,0.0,0.04,90.28,100.0,81900,Weekday,Friday,Maximum_Load,2018-02-23 22:45:00,22,4,0,2,77.4,90.22,46.940815625
56.56,31.0,0.0,0.03,87.69,100.0,82800,Weekday,Friday,Maximum_Load,2018-02-23 23:00:00,23,4,0,2,79.27,66.02,46.842273958333344
89.57,40.93,0.0,0.04,90.95,100.0,83700,Weekday,Friday,Light_Load,2018-02-23 23:15:00,23,4,0,2,56.56,48.38,47.27133645833334
89.21,41.47,0.0,0.04,90.68,100.0,84600,Weekday,Friday,Light_Load,2018-02-23 23:30:00,23,4,0,2,89.57,37.91,47.80571145833334
80.89,38.34,0.0,0.04,90.36,100.0,85500,Weekday,Friday,Light_Load,2018-02-23 23:45:00,23,4,0,2,89.21,47.2,48.156648958333335
54.0,34.2,0.0,0.02,84.48,100.0,0,Weekend,Saturday,Light_Load,2018-02-24 00:00:00,0,5,1,2,80.89,89.57,47.786128125000005
70.45,36.0,0.0,0.03,89.05,100.0,900,Weekend,Saturday,Light_Load,2018-02-24 00:15:00,0,5,1,2,54.0,41.36,48.08914895833334
89.39,42.48,0.0,0.04,90.32,100.0,1800,Weekend,Saturday,Light_Load,2018-02-24 00:30:00,0,5,1,2,70.45,44.93,48.55227395833333
82.3,40.1,0.0,0.04,89.9,100.0,2700,Weekend,Saturday,Light_Load,2018-02-24 00:45:00,0,5,1,2,89.39,39.17,49.00154479166667
73.94,37.48,0.0,0.03,89.2,100.0,3600,Weekend,Saturday,Light_Load,2018-02-24 01:00:00,1,5,1,2,82.3,39.56,49.359669791666676
61.2,31.28,0.0,0.03,89.04,100.0,4500,Weekend,Saturday,Light_Load,2018-02-24 01:15:00,1,5,1,2,73.94,29.09,49.69414895833334
6.7,5.26,0.0,0.0,78.66,100.0,5400,Weekend,Saturday,Light_Load,2018-02-24 01:30:00,1,5,1,2,61.2,8.03,49.68029479166666
6.23,5.04,0.0,0.0,77.74,100.0,6300,Weekend,Saturday,Light_Load,2018-02-24 01:45:00,1,5,1,2,6.7,6.44,49.67810729166667
6.08,4.75,0.0,0.0,78.8,100.0,7200,Weekend,Saturday,Light_Load,2018-02-24 02:00:00,2,5,1,2,6.23,6.12,49.677690625000004
5.98,4.72,0.0,0.0,78.49,100.0,8100,Weekend,Saturday,Light_Load,2018-02-24 02:15:00,2,5,1,2,6.08,6.01,49.677378125
6.05,4.79,0.0,0.0,78.4,100.0,9000,Weekend,Saturday,Light_Load,2018-02-24 02:30:00,2,5,1,2,5.98,6.08,49.677065625000004
6.01,4.61,0.0,0.0,79.35,100.0,9900,Weekend,Saturday,Light_Load,2018-02-24 02:45:00,2,5,1,2,6.05,6.12,49.67591979166667
5.98,5.18,0.0,0.0,75.59,100.0,10800,Weekend,Saturday,Light_Load,2018-02-24 03:00:00,3,5,1,2,6.01,5.98,49.675919791666665
5.94,4.97,0.0,0.0,76.69,100.0,11700,Weekend,Saturday,Light_Load,2018-02-24 03:15:00,3,5,1,2,5.98,5.94,49.67591979166667
5.94,5.04,0.0,0.0,76.25,100.0,12600,Weekend,Saturday,Light_Load,2018-02-24 03:30:00,3,5,1,2,5.94,5.94,49.67591979166667
6.01,5.04,0.0,0.0,76.62,100.0,13500,Weekend,Saturday,Light_Load,2018-02-24 03:45:00,3,5,1,2,5.94,6.01,49.67591979166667
5.87,4.79,0.0,0.0,77.48,100.0,14400,Weekend,Saturday,Light_Load,2018-02-24 04:00:00,4,5,1,2,6.01,5.9,49.675607291666665
5.94,4.9,0.0,0.0,77.14,100.0,15300,Weekend,Saturday,Light_Load,2018-02-24 04:15:00,4,5,1,2,5.87,5.9,49.67602395833333
5.87,4.43,0.0,0.0,79.82,100.0,16200,Weekend,Saturday,Light_Load,2018-02-24 04:30:00,4,5,1,2,5.94,5.9,49.67571145833333
5.94,4.5,0.0,0.0,79.71,100.0,17100,Weekend,Saturday,Light_Load,2018-02-24 04:45:00,4,5,1,2,5.87,5.9,49.676128125
5.9,4.39,0.0,0.0,80.23,100.0,18000,Weekend,Saturday,Light_Load,2018-02-24 05:00:00,5,5,1,2,5.94,5.94,49.67571145833333
5.87,4.36,0.0,0.0,80.28,100.0,18900,Weekend,Saturday,Light_Load,2018-02-24 05:15:00,5,5,1,2,5.9,4.86,49.68623229166666
5.9,4.75,0.0,0.0,77.89,100.0,19800,Weekend,Saturday,Light_Load,2018-02-24 05:30:00,5,5,1,2,5.87,4.5,49.700815625
5.87,4.43,0.0,0.0,79.82,100.0,20700,Weekend,Saturday,Light_Load,2018-02-24 05:45:00,5,5,1,2,5.9,4.03,49.71998229166667
5.94,4.64,0.0,0.0,78.81,100.0,21600,Weekend,Saturday,Light_Load,2018-02-24 06:00:00,6,5,1,2,5.87,4.03,49.739878125
5.62,4.72,0.0,0.0,76.58,100.0,22500,Weekend,Saturday,Light_Load,2018-02-24 06:15:00,6,5,1,2,5.94,4.07,49.75602395833332
4.82,4.82,0.0,0.0,70.71,100.0,23400,Weekend,Saturday,Light_Load,2018-02-24 06:30:00,6,5,1,2,5.62,4.07,49.76383645833334
4.79,4.93,0.0,0.0,69.68,100.0,24300,Weekend,Saturday,Light_Load,2018-02-24 06:45:00,6,5,1,2,4.82,4.03,49.771753125000004
3.96,3.56,0.0,0.0,74.37,100.0,25200,Weekend,Saturday,Light_Load,2018-02-24 07:00:00,7,5,1,2,4.79,4.07,49.77060729166667
4.0,3.31,0.0,0.0,77.04,100.0,26100,Weekend,Saturday,Light_Load,2018-02-24 07:15:00,7,5,1,2,3.96,4.07,49.769878125
4.0,3.31,0.0,0.0,77.04,100.0,27000,Weekend,Saturday,Light_Load,2018-02-24 07:30:00,7,5,1,2,4.0,4.82,49.76133645833334
5.47,4.82,0.0,0.0,75.03,100.0,27900,Weekend,Saturday,Light_Load,2018-02-24 07:45:00,7,5,1,2,4.0,8.03,49.734669791666676
5.4,4.97,0.0,0.0,73.58,100.0,28800,Weekend,Saturday,Light_Load,2018-02-24 08:00:00,8,5,1,2,5.47,9.0,49.697169791666674
35.64,22.07,0.0,0.02,85.02,100.0,29700,Weekend,Saturday,Light_Load,2018-02-24 08:15:00,8,5,1,2,5.4,37.26,49.680294791666675
79.85,40.72,0.0,0.04,89.09,100.0,30600,Weekend,Saturday,Light_Load,2018-02-24 08:30:00,8,5,1,2,35.64,62.53,49.860711458333334
45.11,29.77,0.0,0.02,83.46,100.0,31500,Weekend,Saturday,Light_Load,2018-02-24 08:45:00,8,5,1,2,79.85,61.31,49.69196145833334
63.11,10.15,0.11,0.03,98.73,100.0,32400,Weekend,Saturday,Light_Load,2018-02-24 09:00:00,9,5,1,2,45.11,129.37415000000001,49.001709895833336
88.38,12.67,0.04,0.04,98.99,100.0,33300,Weekend,Saturday,Medium_Load,2018-02-24 09:15:00,9,5,1,2,63.11,106.16,48.81650156250001
76.03,9.29,0.76,0.03,99.26,100.0,34200,Weekend,Saturday,Medium_Load,2018-02-24 09:30:00,9,5,1,2,88.38,77.29,48.8033765625
51.3,4.03,2.23,0.02,99.69,99.91,35100,Weekend,Saturday,Medium_Load,2018-02-24 09:45:00,9,5,1,2,76.03,123.34,48.05295989583334
88.78,13.0,0.0,0.04,98.94,100.0,36000,Weekend,Saturday,Medium_Load,2018-02-24 10:00:00,10,5,1,2,51.3,66.64,48.283584895833336
76.21,9.76,0.68,0.03,99.19,100.0,36900,Weekend,Saturday,Maximum_Load,2018-02-24 10:15:00,10,5,1,2,88.78,85.36,48.18827239583334
51.8,3.96,1.73,0.02,99.71,99.94,37800,Weekend,Saturday,Maximum_Load,2018-02-24 10:30:00,10,5,1,2,76.21,103.86,47.645980729166666
88.6,12.64,0.0,0.04,99.0,100.0,38700,Weekend,Saturday,Maximum_Load,2018-02-24 10:45:00,10,5,1,2,51.8,73.62,47.802022395833326
77.33,9.79,0.65,0.04,99.21,100.0,39600,Weekend,Saturday,Maximum_Load,2018-02-24 11:00:00,11,5,1,2,88.6,66.31,47.91681406250001
56.02,20.02,0.18,0.03,94.17,100.0,40500,Weekend,Saturday,Maximum_Load,2018-02-24 11:15:00,11,5,1,2,77.33,68.08,47.791189062499996
88.99,30.96,0.0,0.04,94.45,100.0,41400,Weekend,Saturday,Maximum_Load,2018-02-24 11:30:00,11,5,1,2,56.02,109.04,47.58233489583333
71.68,25.88,0.0,0.03,94.06,100.0,42300,Weekend,Saturday,Maximum_Load,2018-02-24 11:45:00,11,5,1,2,88.99,109.22,47.19129322916667
47.7,16.96,0.68,0.02,94.22,99.99,43200,Weekend,Saturday,Maximum_Load,2018-02-24 12:00:00,12,5,1,2,71.68,125.6,46.37983489583333
6.19,0.0,20.7,0.0,100.0,28.65,44100,Weekend,Saturday,Medium_Load,2018-02-24 12:15:00,12,5,1,2,47.7,43.02,45.99618906250001
5.8,0.0,24.73,0.0,100.0,22.83,45000,Weekend,Saturday,Medium_Load,2018-02-24 12:30:00,12,5,1,2,6.19,7.49,45.97858489583333
4.25,0.0,17.53,0.0,100.0,23.56,45900,Weekend,Saturday,Medium_Load,2018-02-24 12:45:00,12,5,1,2,5.8,7.88,45.94077239583333
4.25,0.0,17.53,0.0,100.0,23.56,46800,Weekend,Saturday,Medium_Load,2018-02-24 13:00:00,13,5,1,2,4.25,7.96,45.9021265625
24.84,0.72,9.94,0.01,99.96,92.84,47700,Weekend,Saturday,Medium_Load,2018-02-24 13:15:00,13,5,1,2,4.25,72.76,45.402959895833334
85.43,10.51,0.04,0.04,99.25,100.0,48600,Weekend,Saturday,Medium_Load,2018-02-24 13:30:00,13,5,1,2,24.84,79.13,45.46858489583334
77.29,8.57,0.72,0.04,99.39,100.0,49500,Weekend,Saturday,Medium_Load,2018-02-24 13:45:00,13,5,1,2,85.43,91.3,45.322647395833336
45.36,2.12,4.03,0.02,99.89,99.61,50400,Weekend,Saturday,Medium_Load,2018-02-24 14:00:00,14,5,1,2,77.29,64.91,45.119001562499996
84.31,9.94,0.0,0.04,99.31,100.0,51300,Weekend,Saturday,Medium_Load,2018-02-24 14:15:00,14,5,1,2,45.36,129.37415000000001,44.64958333333333
72.9,7.52,0.83,0.03,99.47,99.99,52200,Weekend,Saturday,Medium_Load,2018-02-24 14:30:00,14,5,1,2,84.31,74.2,44.636041666666664
57.24,4.14,2.74,0.03,99.74,99.89,53100,Weekend,Saturday,Medium_Load,2018-02-24 14:45:00,14,5,1,2,72.9,79.02,44.40916666666667
85.07,10.22,0.0,0.04,99.29,100.0,54000,Weekend,Saturday,Medium_Load,2018-02-24 15:00:00,15,5,1,2,57.24,64.76,44.62072916666667
38.63,0.68,4.14,0.02,99.98,99.43,54900,Weekend,Saturday,Medium_Load,2018-02-24 15:15:00,15,5,1,2,85.07,64.76,44.34854166666667
36.47,0.0,4.9,0.02,100.0,99.11,55800,Weekend,Saturday,Medium_Load,2018-02-24 15:30:00,15,5,1,2,38.63,62.24,44.080104166666665
54.76,4.1,3.1,0.03,99.72,99.84,56700,Weekend,Saturday,Medium_Load,2018-02-24 15:45:00,15,5,1,2,36.47,66.53,43.9575
58.79,4.5,1.94,0.03,99.71,99.95,57600,Weekend,Saturday,Medium_Load,2018-02-24 16:00:00,16,5,1,2,54.76,69.19,43.84916666666666
70.99,6.88,0.68,0.03,99.53,100.0,58500,Weekend,Saturday,Medium_Load,2018-02-24 16:15:00,16,5,1,2,58.79,58.79,43.97624999999999
83.56,10.3,0.0,0.04,99.25,100.0,59400,Weekend,Saturday,Medium_Load,2018-02-24 16:30:00,16,5,1,2,70.99,73.51,44.0809375
77.33,6.01,0.07,0.04,99.7,100.0,60300,Weekend,Saturday,Medium_Load,2018-02-24 16:45:00,16,5,1,2,83.56,66.38,44.195
82.91,9.97,0.07,0.04,99.28,100.0,61200,Weekend,Saturday,Medium_Load,2018-02-24 17:00:00,17,5,1,2,77.33,60.3,44.43052083333333
67.68,6.26,1.44,0.03,99.57,99.98,62100,Weekend,Saturday,Maximum_Load,2018-02-24 17:15:00,17,5,1,2,82.91,58.1,44.5303125
89.32,11.48,0.0,0.04,99.18,100.0,63000,Weekend,Saturday,Maximum_Load,2018-02-24 17:30:00,17,5,1,2,67.68,60.19,44.83375
71.32,7.42,1.26,0.03,99.46,99.98,63900,Weekend,Saturday,Maximum_Load,2018-02-24 17:45:00,17,5,1,2,89.32,52.27,45.0321875
88.09,10.84,0.0,0.04,99.25,100.0,64800,Weekend,Saturday,Maximum_Load,2018-02-24 18:00:00,18,5,1,2,71.32,44.96,45.48145833333333
70.42,20.56,0.0,0.03,95.99,100.0,65700,Weekend,Saturday,Maximum_Load,2018-02-24 18:15:00,18,5,1,2,88.09,57.89,45.611979166666664
84.64,27.22,0.0,0.04,95.2,100.0,66600,Weekend,Saturday,Maximum_Load,2018-02-24 18:30:00,18,5,1,2,70.42,65.09,45.815625000000004
76.72,11.95,0.83,0.04,98.81,99.99,67500,Weekend,Saturday,Maximum_Load,2018-02-24 18:45:00,18,5,1,2,84.64,62.64,45.962291666666665
89.35,11.34,0.0,0.04,99.2,100.0,68400,Weekend,Saturday,Maximum_Load,2018-02-24 19:00:00,19,5,1,2,76.72,61.09,46.25666666666666
69.88,6.3,1.26,0.03,99.6,99.98,69300,Weekend,Saturday,Maximum_Load,2018-02-24 19:15:00,19,5,1,2,89.35,51.34,46.44979166666666
40.03,0.72,2.99,0.02,99.98,99.72,70200,Weekend,Saturday,Maximum_Load,2018-02-24 19:30:00,19,5,1,2,69.88,53.75,46.30687499999999
90.58,13.64,0.0,0.04,98.89,100.0,71100,Weekend,Saturday,Maximum_Load,2018-02-24 19:45:00,19,5,1,2,40.03,48.06,46.749791666666674
88.02,11.3,0.18,0.04,99.19,100.0,72000,Weekend,Saturday,Maximum_Load,2018-02-24 20:00:00,20,5,1,2,90.58,52.24,47.1225
79.31,8.75,0.65,0.04,99.4,100.0,72900,Weekend,Saturday,Medium_Load,2018-02-24 20:15:00,20,5,1,2,88.02,50.58,47.42177083333334
86.87,10.73,0.07,0.04,99.25,100.0,73800,Weekend,Saturday,Medium_Load,2018-02-24 20:30:00,20,5,1,2,79.31,45.14,47.856458333333336
66.67,7.31,1.22,0.03,99.4,99.98,74700,Weekend,Saturday,Medium_Load,2018-02-24 20:45:00,20,5,1,2,86.87,45.97,48.07208333333333
77.87,9.79,0.22,0.04,99.22,100.0,75600,Weekend,Saturday,Medium_Load,2018-02-24 21:00:00,21,5,1,2,66.67,38.27,48.48458333333334
89.14,12.71,0.11,0.04,99.0,100.0,76500,Weekend,Saturday,Medium_Load,2018-02-24 21:15:00,21,5,1,2,77.87,37.51,49.02239583333333
74.34,7.06,0.65,0.03,99.55,100.0,77400,Weekend,Saturday,Medium_Load,2018-02-24 21:30:00,21,5,1,2,89.14,34.92,49.43302083333333
93.31,14.18,0.0,0.04,98.86,100.0,78300,Weekend,Saturday,Medium_Load,2018-02-24 21:45:00,21,5,1,2,74.34,35.32,50.037083333333335
57.53,4.9,2.23,0.03,99.64,99.92,79200,Weekend,Saturday,Medium_Load,2018-02-24 22:00:00,22,5,1,2,93.31,38.05,50.24
88.88,25.81,0.14,0.04,96.03,100.0,80100,Weekend,Saturday,Maximum_Load,2018-02-24 22:15:00,22,5,1,2,57.53,72.79,50.407604166666665
78.95,39.35,0.0,0.04,89.5,100.0,81000,Weekend,Saturday,Maximum_Load,2018-02-24 22:30:00,22,5,1,2,88.88,77.4,50.42374999999999
91.19,43.96,0.0,0.04,90.08,100.0,81900,Weekend,Saturday,Maximum_Load,2018-02-24 22:45:00,22,5,1,2,78.95,79.27,50.54791666666667
81.65,38.84,0.0,0.04,90.3,100.0,82800,Weekend,Saturday,Maximum_Load,2018-02-24 23:00:00,23,5,1,2,91.19,56.56,50.80927083333333
81.54,40.46,0.0,0.04,89.58,100.0,83700,Weekend,Saturday,Light_Load,2018-02-24 23:15:00,23,5,1,2,81.65,89.57,50.725625
86.83,42.88,0.0,0.04,89.66,100.0,84600,Weekend,Saturday,Light_Load,2018-02-24 23:30:00,23,5,1,2,81.54,89.21,50.70083333333333
70.13,38.16,0.0,0.03,87.84,100.0,85500,Weekend,Saturday,Light_Load,2018-02-24 23:45:00,23,5,1,2,86.83,80.89,50.58875
3.85,3.17,0.0,0.0,77.2,100.0,0,Weekend,Sunday,Light_Load,2018-02-25 00:00:00,0,6,1,2,70.13,54.0,50.06635416666666
67.18,37.19,0.0,0.03,87.49,100.0,900,Weekend,Sunday,Light_Load,2018-02-25 00:15:00,0,6,1,2,3.85,70.45,50.03229166666666
60.98,36.29,0.0,0.03,85.93,100.0,1800,Weekend,Sunday,Light_Load,2018-02-25 00:30:00,0,6,1,2,67.18,89.39,49.73635416666667
34.74,27.94,0.0,0.02,77.92,100.0,2700,Weekend,Sunday,Light_Load,2018-02-25 00:45:00,0,6,1,2,60.98,82.3,49.2409375
40.39,32.26,0.0,0.02,78.14,100.0,3600,Weekend,Sunday,Light_Load,2018-02-25 01:00:00,1,6,1,2,34.74,73.94,48.89145833333333
13.46,10.62,0.0,0.01,78.51,100.0,4500,Weekend,Sunday,Light_Load,2018-02-25 01:15:00,1,6,1,2,40.39,61.2,48.39416666666667
5.44,5.69,0.0,0.0,69.1,100.0,5400,Weekend,Sunday,Light_Load,2018-02-25 01:30:00,1,6,1,2,13.46,6.7,48.38104166666667
5.87,5.87,0.0,0.0,70.71,100.0,6300,Weekend,Sunday,Light_Load,2018-02-25 01:45:00,1,6,1,2,5.44,6.23,48.37729166666666
5.83,5.83,0.0,0.0,70.71,100.0,7200,Weekend,Sunday,Light_Load,2018-02-25 02:00:00,2,6,1,2,5.87,6.08,48.37468749999999
5.9,6.23,0.0,0.0,68.76,100.0,8100,Weekend,Sunday,Light_Load,2018-02-25 02:15:00,2,6,1,2,5.83,5.98,48.37385416666667
5.87,6.52,0.0,0.0,66.91,100.0,9000,Weekend,Sunday,Light_Load,2018-02-25 02:30:00,2,6,1,2,5.9,6.05,48.37197916666667
5.87,6.41,0.0,0.0,67.54,100.0,9900,Weekend,Sunday,Light_Load,2018-02-25 02:45:00,2,6,1,2,5.87,6.01,48.37052083333333
5.83,6.3,0.0,0.0,67.92,100.0,10800,Weekend,Sunday,Light_Load,2018-02-25 03:00:00,3,6,1,2,5.87,5.98,48.36895833333333
5.87,5.9,0.0,0.0,70.53,100.0,11700,Weekend,Sunday,Light_Load,2018-02-25 03:15:00,3,6,1,2,5.83,5.94,48.36822916666666
5.69,5.94,0.0,0.0,69.17,100.0,12600,Weekend,Sunday,Light_Load,2018-02-25 03:30:00,3,6,1,2,5.87,5.94,48.365625
4.32,5.11,0.0,0.0,64.56,100.0,13500,Weekend,Sunday,Light_Load,2018-02-25 03:45:00,3,6,1,2,5.69,6.01,48.34802083333333
3.96,4.1,0.0,0.0,69.47,100.0,14400,Weekend,Sunday,Light_Load,2018-02-25 04:00:00,4,6,1,2,4.32,5.87,48.328125
3.96,4.36,0.0,0.0,67.23,100.0,15300,Weekend,Sunday,Light_Load,2018-02-25 04:15:00,4,6,1,2,3.96,5.94,48.307500000000005
4.03,4.39,0.0,0.0,67.63,100.0,16200,Weekend,Sunday,Light_Load,2018-02-25 04:30:00,4,6,1,2,3.96,5.87,48.288333333333334
3.96,4.46,0.0,0.0,66.39,100.0,17100,Weekend,Sunday,Light_Load,2018-02-25 04:45:00,4,6,1,2,4.03,5.94,48.26770833333333
3.96,4.28,0.0,0.0,67.91,100.0,18000,Weekend,Sunday,Light_Load,2018-02-25 05:00:00,5,6,1,2,3.96,5.9,48.2475
3.92,3.96,0.0,0.0,70.35,100.0,18900,Weekend,Sunday,Light_Load,2018-02-25 05:15:00,5,6,1,2,3.96,5.87,48.22718750000001
3.92,4.03,0.0,0.0,69.73,100.0,19800,Weekend,Sunday,Light_Load,2018-02-25 05:30:00,5,6,1,2,3.92,5.9,48.2065625
4.03,4.07,0.0,0.0,70.36,100.0,20700,Weekend,Sunday,Light_Load,2018-02-25 05:45:00,5,6,1,2,3.92,5.87,48.18739583333333
4.68,5.72,0.0,0.0,63.32,100.0,21600,Weekend,Sunday,Light_Load,2018-02-25 06:00:00,6,6,1,2,4.03,5.94,48.17427083333334
4.18,4.72,0.0,0.0,66.3,100.0,22500,Weekend,Sunday,Light_Load,2018-02-25 06:15:00,6,6,1,2,4.68,5.62,48.159270833333345
3.96,4.21,0.0,0.0,68.51,100.0,23400,Weekend,Sunday,Light_Load,2018-02-25 06:30:00,6,6,1,2,4.18,4.82,48.15031249999999
4.46,5.22,0.0,0.0,64.96,100.0,24300,Weekend,Sunday,Light_Load,2018-02-25 06:45:00,6,6,1,2,3.96,4.79,48.146874999999994
4.54,5.65,0.0,0.0,62.64,100.0,25200,Weekend,Sunday,Light_Load,2018-02-25 07:00:00,7,6,1,2,4.46,3.96,48.15291666666666
3.89,4.25,0.0,0.0,67.52,100.0,26100,Weekend,Sunday,Light_Load,2018-02-25 07:15:00,7,6,1,2,4.54,4.0,48.15177083333333
3.85,3.92,0.0,0.0,70.07,100.0,27000,Weekend,Sunday,Light_Load,2018-02-25 07:30:00,7,6,1,2,3.89,4.0,48.15020833333333
3.85,4.14,0.0,0.0,68.1,100.0,27900,Weekend,Sunday,Light_Load,2018-02-25 07:45:00,7,6,1,2,3.85,5.47,48.133333333333326
3.96,4.1,0.0,0.0,69.47,100.0,28800,Weekend,Sunday,Light_Load,2018-02-25 08:00:00,8,6,1,2,3.85,5.4,48.11833333333333
3.89,4.25,0.0,0.0,67.52,100.0,29700,Weekend,Sunday,Light_Load,2018-02-25 08:15:00,8,6,1,2,3.96,35.64,47.78760416666666
4.5,5.83,0.0,0.0,61.1,100.0,30600,Weekend,Sunday,Light_Load,2018-02-25 08:30:00,8,6,1,2,3.89,79.85,47.00270833333334
4.43,5.58,0.22,0.0,62.18,99.88,31500,Weekend,Sunday,Light_Load,2018-02-25 08:45:00,8,6,1,2,4.5,45.11,46.57895833333333
4.14,0.0,12.92,0.0,100.0,30.52,32400,Weekend,Sunday,Light_Load,2018-02-25 09:00:00,9,6,1,2,4.43,63.11,45.9646875
4.32,0.0,16.7,0.0,100.0,25.04,33300,Weekend,Sunday,Light_Load,2018-02-25 09:15:00,9,6,1,2,4.14,88.38,45.089062500000004
4.28,0.0,16.6,0.0,100.0,24.97,34200,Weekend,Sunday,Light_Load,2018-02-25 09:30:00,9,6,1,2,4.32,76.03,44.34166666666667
4.28,0.0,16.52,0.0,100.0,25.08,35100,Weekend,Sunday,Light_Load,2018-02-25 09:45:00,9,6,1,2,4.28,51.3,43.851875
4.97,0.0,23.47,0.0,100.0,20.72,36000,Weekend,Sunday,Light_Load,2018-02-25 10:00:00,10,6,1,2,4.28,88.78,42.97885416666667
4.54,0.0,18.76,0.0,100.0,23.52,36900,Weekend,Sunday,Light_Load,2018-02-25 10:15:00,10,6,1,2,4.97,76.21,42.23229166666667
4.32,0.0,16.52,0.0,100.0,25.3,37800,Weekend,Sunday,Light_Load,2018-02-25 10:30:00,10,6,1,2,4.54,51.8,41.73770833333333
4.25,0.0,16.63,0.0,100.0,24.76,38700,Weekend,Sunday,Light_Load,2018-02-25 10:45:00,10,6,1,2,4.32,88.6,40.8590625
4.28,0.0,16.52,0.0,100.0,25.08,39600,Weekend,Sunday,Light_Load,2018-02-25 11:00:00,11,6,1,2,4.25,77.33,40.098125
4.14,0.0,5.18,0.0,100.0,62.43,40500,Weekend,Sunday,Light_Load,2018-02-25 11:15:00,11,6,1,2,4.28,56.02,39.55770833333333
4.68,0.0,6.34,0.0,100.0,59.39,41400,Weekend,Sunday,Light_Load,2018-02-25 11:30:00,11,6,1,2,4.14,88.99,38.67947916666667
4.72,0.0,6.26,0.0,100.0,60.2,42300,Weekend,Sunday,Light_Load,2018-02-25 11:45:00,11,6,1,2,4.68,71.68,37.98197916666667
4.14,0.0,4.18,0.0,100.0,70.37,43200,Weekend,Sunday,Light_Load,2018-02-25 12:00:00,12,6,1,2,4.72,47.7,37.52822916666667
4.28,0.0,12.56,0.0,100.0,32.26,44100,Weekend,Sunday,Light_Load,2018-02-25 12:15:00,12,6,1,2,4.14,6.19,37.50833333333333
4.28,0.0,16.34,0.0,100.0,25.34,45000,Weekend,Sunday,Light_Load,2018-02-25 12:30:00,12,6,1,2,4.28,5.8,37.4925
