timestamp,production_load_t,equipment_utilization_pct,ambient_temp_c,equipment_run_frac,furnace_kwh,compressor_kwh,ventilation_kwh,auxiliary_kwh,energy_kwh
2024-02-22 05:00:00,88.51,81.92,18.01,0.749,566.97,222.9,39.72,62.34,891.93
2024-02-22 06:00:00,89.91,89.07,17.26,0.976,563.07,242.97,44.09,54.9,905.03
2024-02-22 07:00:00,82.17,81.29,19.61,0.712,528.57,235.63,41.08,60.21,865.49
2024-02-22 08:00:00,99.19,84.23,17.88,0.825,604.34,236.09,36.5,59.49,936.42
2024-02-22 09:00:00,101.68,93.13,20.33,0.885,625.99,246.78,33.97,64.38,971.13
2024-02-22 10:00:00,104.68,88.77,18.54,0.921,645.98,248.78,34.19,57.71,986.65
2024-02-22 11:00:00,112.77,100.0,17.29,1.0,688.69,266.51,36.44,60.45,1052.09
2024-02-22 12:00:00,117.23,100.0,18.52,1.0,709.3,272.62,44.08,59.22,1085.21
2024-02-22 13:00:00,113.29,99.67,18.26,1.0,672.43,285.43,45.2,47.56,1050.63
2024-02-22 14:00:00,109.66,100.0,20.39,0.931,663.78,272.29,40.37,57.36,1033.8
2024-02-22 15:00:00,96.32,88.48,18.33,0.82,596.29,249.49,43.71,59.96,949.44
2024-02-22 16:00:00,93.18,90.42,18.47,0.86,575.41,248.35,37.78,55.54,917.08
2024-02-22 17:00:00,81.35,88.07,21.0,0.887,520.09,238.22,37.49,59.39,855.18
2024-02-22 18:00:00,84.56,83.51,19.64,0.784,542.79,241.5,43.08,66.69,894.07
2024-02-22 19:00:00,83.39,80.42,21.38,0.767,548.28,225.25,40.67,64.82,879.01
2024-02-22 20:00:00,89.56,76.26,20.77,0.794,560.16,218.76,42.93,50.67,872.53
2024-02-22 21:00:00,104.94,92.06,17.55,0.859,635.69,264.08,40.2,63.8,1003.77
2024-02-22 22:00:00,111.87,100.0,20.37,0.943,674.53,267.97,38.5,62.81,1043.81
2024-02-22 23:00:00,115.43,100.0,21.17,0.98,699.83,277.29,39.14,59.53,1075.8
2024-02-23 00:00:00,110.63,97.84,21.32,0.963,682.94,267.78,41.23,48.28,1040.23
2024-02-23 01:00:00,111.72,93.16,20.5,0.982,677.93,252.31,40.96,63.91,1035.11
2024-02-23 02:00:00,112.35,86.29,20.47,0.818,670.19,243.26,36.27,57.85,1007.58
2024-02-23 03:00:00,100.57,87.81,18.56,0.842,612.97,240.1,39.51,61.05,953.63
2024-02-23 04:00:00,101.78,89.37,17.76,0.923,630.39,253.1,33.92,55.16,972.57
2024-02-23 05:00:00,88.58,82.73,18.49,0.867,570.88,241.21,38.6,56.29,906.98
2024-02-23 06:00:00,85.77,85.98,16.52,0.931,563.37,240.85,36.32,64.68,905.21
2024-02-23 07:00:00,85.77,92.81,21.03,0.952,539.41,262.97,27.82,68.11,898.3
2024-02-23 08:00:00,93.03,87.13,18.59,0.878,586.29,243.94,48.84,57.86,936.94
2024-02-23 09:00:00,99.39,88.61,20.96,0.915,608.71,251.57,36.91,67.56,964.76
2024-02-23 10:00:00,110.33,93.87,17.17,0.925,664.47,274.83,36.23,57.86,1033.4
2024-02-23 11:00:00,116.82,99.03,20.64,0.977,696.22,282.81,46.49,57.8,1083.32
2024-02-23 12:00:00,111.86,91.79,18.28,0.829,676.61,251.66,35.31,52.91,1016.49
2024-02-23 13:00:00,107.67,94.43,17.09,0.989,651.27,260.07,34.19,62.49,1008.02
2024-02-23 14:00:00,100.16,92.33,21.46,0.934,640.61,247.57,39.18,59.02,986.38
2024-02-23 15:00:00,102.03,92.06,20.68,0.959,626.48,258.13,38.02,59.3,981.93
2024-02-23 16:00:00,88.09,86.33,19.34,0.723,568.33,243.63,37.44,58.1,907.51
2024-02-23 17:00:00,78.4,81.37,19.07,0.811,506.71,226.23,36.33,55.04,824.31
2024-02-23 18:00:00,86.55,74.42,19.68,0.701,570.64,223.4,39.25,63.13,896.41
2024-02-23 19:00:00,96.98,91.68,19.31,0.992,607.62,250.92,46.55,59.69,964.78
2024-02-23 20:00:00,92.48,82.88,17.83,0.86,589.07,230.93,33.56,64.04,917.6
2024-02-23 21:00:00,103.35,86.2,18.4,0.874,632.04,243.41,43.36,55.28,974.1
2024-02-23 22:00:00,107.83,88.39,21.96,0.862,666.95,242.83,46.13,61.2,1017.11
2024-02-23 23:00:00,112.59,98.47,23.03,1.0,685.65,266.59,39.34,70.69,1062.27
2024-02-24 00:00:00,89.93,83.85,21.5,0.792,566.6,246.56,41.51,56.44,911.11
2024-02-24 01:00:00,83.58,73.38,19.87,0.729,529.27,210.41,39.51,57.58,836.77
2024-02-24 02:00:00,81.69,83.24,18.65,0.803,526.57,238.85,33.12,57.52,856.06
2024-02-24 03:00:00,76.29,70.95,17.96,0.823,498.85,205.48,44.88,54.79,804.0
2024-02-24 04:00:00,66.7,74.05,18.06,0.814,460.47,209.67,40.14,68.29,778.56
2024-02-24 05:00:00,69.23,75.81,18.33,0.811,464.27,218.7,37.92,48.48,769.37
2024-02-24 06:00:00,63.05,75.95,22.38,0.685,419.88,235.61,34.6,53.89,743.98
2024-02-24 07:00:00,62.23,80.03,21.87,0.843,436.34,232.74,42.08,62.34,773.51
2024-02-24 08:00:00,71.52,68.94,20.28,0.699,487.95,207.54,40.61,56.35,792.45
2024-02-24 09:00:00,71.41,75.44,17.72,0.816,463.7,215.28,42.42,59.85,781.25
2024-02-24 10:00:00,80.74,78.99,20.5,0.806,538.13,223.57,42.22,59.86,863.77
2024-02-24 11:00:00,84.71,84.52,18.8,0.845,554.7,228.6,36.75,62.49,882.53
2024-02-24 12:00:00,90.59,86.38,15.93,0.875,567.92,252.16,26.32,60.41,906.81
2024-02-24 13:00:00,86.64,81.56,19.59,0.725,544.27,232.89,39.56,58.06,874.77
2024-02-24 14:00:00,80.52,78.06,17.89,0.742,531.05,225.01,39.29,60.65,856.0
2024-02-24 15:00:00,78.27,73.55,17.94,0.754,500.4,215.68,40.66,59.11,815.85
2024-02-24 16:00:00,74.94,82.41,18.78,0.881,489.33,245.6,46.07,68.47,849.47
2024-02-24 17:00:00,67.49,76.04,18.41,0.733,446.92,221.48,39.81,57.12,765.33
2024-02-24 18:00:00,63.79,76.48,19.11,0.763,439.0,219.46,42.77,62.78,764.01
2024-02-24 19:00:00,60.01,68.45,19.03,0.604,431.77,214.55,41.51,64.57,752.39
2024-02-24 20:00:00,65.11,69.27,16.34,0.766,448.57,204.7,34.46,53.39,741.12
2024-02-24 21:00:00,73.78,71.5,21.44,0.771,497.04,200.0,34.84,54.44,786.31
2024-02-24 22:00:00,78.19,80.89,17.68,0.841,508.12,220.7,44.61,69.65,843.09
2024-02-24 23:00:00,83.99,76.8,17.73,0.788,540.75,220.13,36.48,56.61,853.98
2024-02-25 00:00:00,86.48,92.48,18.8,1.0,542.57,255.96,41.48,60.06,900.07
2024-02-25 01:00:00,86.86,76.89,19.14,0.729,553.53,226.41,35.9,59.13,874.97
2024-02-25 02:00:00,80.34,81.54,21.49,0.77,515.75,225.72,42.99,59.81,844.27
2024-02-25 03:00:00,76.95,86.31,19.7,0.916,503.45,239.89,40.99,58.14,842.47
2024-02-25 04:00:00,69.63,77.81,20.15,0.828,466.33,218.55,38.81,60.61,784.29
2024-02-25 05:00:00,57.36,69.56,19.71,0.636,404.26,212.75,42.67,55.94,715.61
2024-02-25 06:00:00,59.99,65.15,19.64,0.625,436.82,204.52,41.04,58.88,741.26
2024-02-25 07:00:00,64.68,65.43,19.76,0.739,457.54,209.16,37.11,50.14,753.96
2024-02-25 08:00:00,64.54,76.12,16.4,0.782,454.01,221.96,40.05,59.42,775.43
2024-02-25 09:00:00,77.4,86.23,18.92,0.902,521.36,252.28,42.68,61.67,877.99
2024-02-25 10:00:00,86.75,81.18,21.04,0.754,565.09,226.32,44.43,64.8,900.64
2024-02-25 11:00:00,89.62,79.11,25.21,0.824,567.91,227.43,45.27,65.74,906.35
2024-02-25 12:00:00,85.4,70.41,17.49,0.633,545.98,201.49,47.15,58.11,852.73
2024-02-25 13:00:00,90.71,80.45,19.93,0.705,575.41,232.38,37.02,64.2,909.02
2024-02-25 14:00:00,81.22,80.04,18.44,0.837,524.41,229.8,33.77,54.24,842.23
2024-02-25 15:00:00,73.65,84.82,22.37,0.92,479.94,223.4,35.02,57.41,795.77
2024-02-25 16:00:00,66.92,76.83,17.27,0.756,456.98,227.99,39.96,68.1,793.04
2024-02-25 17:00:00,64.05,73.55,20.23,0.708,427.71,219.59,40.05,60.91,748.25
2024-02-25 18:00:00,62.2,69.1,17.19,0.777,432.09,201.77,40.5,61.16,735.53
2024-02-25 19:00:00,65.94,70.05,18.82,0.691,441.74,208.8,37.33,59.11,746.97
2024-02-25 20:00:00,70.02,82.04,19.25,0.817,469.44,223.32,48.9,69.34,811.0
2024-02-25 21:00:00,75.01,78.51,20.9,0.87,496.59,220.25,46.04,62.65,825.54
2024-02-25 22:00:00,82.37,70.67,17.68,0.689,529.04,218.43,35.42,67.42,850.32
2024-02-25 23:00:00,89.51,81.38,20.29,0.781,554.4,223.98,39.59,57.04,875.02
2024-02-26 00:00:00,118.8,95.11,19.47,0.992,704.49,259.78,40.2,55.14,1059.61
2024-02-26 01:00:00,107.05,90.79,19.85,0.872,658.92,242.29,42.74,56.17,1000.13
2024-02-26 02:00:00,97.28,91.46,20.88,0.907,601.96,254.09,33.9,63.15,953.1
2024-02-26 03:00:00,103.74,91.33,17.52,0.847,643.17,255.17,33.14,68.24,999.73
2024-02-26 04:00:00,87.03,83.13,20.66,0.841,555.24,238.92,35.12,63.75,893.04
2024-02-26 05:00:00,86.11,89.62,18.59,0.9,548.97,251.02,46.02,64.39,910.39
2024-02-26 06:00:00,80.32,76.68,21.08,0.815,524.38,229.58,37.38,60.86,852.21
2024-02-26 07:00:00,79.8,89.22,19.94,0.935,513.61,244.04,43.23,53.63,854.52
2024-02-26 08:00:00,94.67,83.98,19.13,0.867,596.53,230.0,42.36,70.12,939.0
2024-02-26 09:00:00,103.04,91.96,18.55,0.939,631.83,249.6,39.28,63.32,984.03
2024-02-26 10:00:00,105.19,91.19,20.67,0.908,666.26,243.42,43.31,62.62,1015.61
2024-02-26 11:00:00,102.63,91.93,21.33,0.95,624.06,253.53,35.09,64.37,977.04
2024-02-26 12:00:00,112.82,98.63,18.64,0.931,681.22,266.29,38.11,51.43,1037.05
2024-02-26 13:00:00,114.56,99.45,17.74,0.877,690.25,271.71,31.13,57.49,1050.59
2024-02-26 14:00:00,101.58,87.03,20.48,0.928,617.11,233.06,40.39,63.11,953.67
2024-02-26 15:00:00,100.73,84.75,17.27,0.881,629.47,237.9,36.83,59.28,963.48
2024-02-26 16:00:00,92.44,98.74,17.48,0.981,578.76,274.63,48.76,59.62,961.77
2024-02-26 17:00:00,89.33,82.24,17.85,0.876,547.6,236.14,40.23,66.41,890.38
2024-02-26 18:00:00,85.48,86.24,18.82,0.826,552.95,229.72,43.28,60.59,886.54
2024-02-26 19:00:00,83.12,73.52,17.44,0.7,530.5,214.32,42.61,71.89,859.32
2024-02-26 20:00:00,97.29,87.25,16.53,0.83,605.59,238.82,39.69,59.8,943.9
2024-02-26 21:00:00,99.37,89.05,17.74,0.919,622.24,247.08,43.97,64.02,977.31
2024-02-26 22:00:00,107.39,96.06,20.4,0.881,654.04,259.44,40.13,62.42,1016.03
2024-02-26 23:00:00,109.26,81.02,17.53,0.772,663.3,240.57,41.9,57.13,1002.9
2024-02-27 00:00:00,113.23,97.44,19.07,0.989,705.85,265.15,49.43,54.84,1075.28
2024-02-27 01:00:00,109.45,88.98,22.5,0.83,650.03,248.75,41.68,60.19,1000.64
2024-02-27 02:00:00,106.81,95.03,19.51,0.917,643.75,259.29,37.89,69.6,1010.53
2024-02-27 03:00:00,106.85,88.24,20.1,0.772,645.5,248.15,37.17,58.03,988.85
2024-02-27 04:00:00,87.01,79.23,18.16,0.823,569.37,225.08,39.67,62.59,896.72
2024-02-27 05:00:00,80.56,78.91,22.83,0.755,517.62,230.35,41.96,58.71,848.65
2024-02-27 06:00:00,90.88,80.18,18.77,0.747,576.35,226.03,40.24,61.11,903.72
2024-02-27 07:00:00,86.17,80.71,19.24,0.742,547.07,237.75,33.67,65.71,884.2
2024-02-27 08:00:00,89.82,78.94,21.56,0.769,573.94,228.76,30.95,60.57,894.23
2024-02-27 09:00:00,104.16,82.91,19.31,0.75,640.7,233.2,36.13,56.92,966.95
2024-02-27 10:00:00,105.08,97.63,19.66,1.0,647.41,270.07,40.23,68.03,1025.75
2024-02-27 11:00:00,120.29,93.67,19.16,0.817,731.77,259.66,40.25,56.98,1088.66
2024-02-27 12:00:00,117.71,97.96,19.17,0.957,712.08,270.69,41.82,63.38,1087.97
2024-02-27 13:00:00,111.04,99.28,20.14,0.998,669.31,269.01,41.45,52.55,1032.32
2024-02-27 14:00:00,116.13,94.99,20.41,0.911,703.14,258.03,38.0,66.42,1065.6
2024-02-27 15:00:00,97.58,84.66,18.62,0.857,627.23,238.6,35.92,73.02,974.78
2024-02-27 16:00:00,95.47,88.87,18.43,0.849,601.86,243.62,42.08,59.86,947.43
2024-02-27 17:00:00,88.21,89.69,18.67,0.973,562.25,254.23,40.9,54.87,912.25
2024-02-27 18:00:00,90.21,79.26,17.48,0.737,560.07,235.25,35.63,63.84,894.79
2024-02-27 19:00:00,93.26,85.88,17.2,0.741,592.07,243.82,42.5,60.45,938.84
2024-02-27 20:00:00,92.63,77.65,20.03,0.712,590.12,231.58,43.83,70.71,936.23
2024-02-27 21:00:00,96.99,86.53,20.99,0.885,607.43,248.47,43.16,57.0,956.06
2024-02-27 22:00:00,109.34,94.84,20.89,0.943,667.61,257.56,43.86,53.32,1022.34
2024-02-27 23:00:00,110.28,90.87,16.01,0.946,694.06,255.83,37.0,61.52,1048.41
2024-02-28 00:00:00,123.05,99.24,19.36,1.0,742.11,260.71,43.41,62.92,1109.14
2024-02-28 01:00:00,113.54,89.73,18.08,0.865,697.6,249.54,39.37,56.16,1042.67
2024-02-28 02:00:00,106.04,93.4,19.94,0.91,650.73,249.06,48.18,64.8,1012.77
2024-02-28 03:00:00,100.74,95.65,19.1,0.937,622.64,260.2,43.58,60.28,986.7
2024-02-28 04:00:00,87.11,78.07,20.62,0.875,560.61,215.31,41.72,58.65,876.29
2024-02-28 05:00:00,83.12,78.45,19.7,0.819,534.56,231.31,46.87,62.72,875.45
2024-02-28 06:00:00,89.8,87.41,16.89,0.969,568.6,241.2,37.97,58.56,906.34
2024-02-28 07:00:00,84.38,88.25,18.28,0.925,545.62,250.77,42.2,56.32,894.91
2024-02-28 08:00:00,88.31,76.69,19.74,0.764,557.46,220.6,48.94,51.93,878.93
2024-02-28 09:00:00,102.15,90.23,19.86,0.851,632.5,238.42,43.25,56.91,971.08
2024-02-28 10:00:00,112.24,97.54,17.62,0.985,681.85,261.92,40.61,72.47,1056.86
2024-02-28 11:00:00,115.87,97.42,17.42,0.971,707.07,261.4,38.92,60.18,1067.57
2024-02-28 12:00:00,118.98,87.11,19.81,0.866,710.03,242.84,36.13,54.91,1043.91
2024-02-28 13:00:00,109.96,97.49,17.62,0.964,653.82,273.77,38.84,66.33,1032.76
2024-02-28 14:00:00,101.81,98.5,17.23,0.882,626.58,276.9,36.72,59.77,999.97
2024-02-28 15:00:00,106.01,93.59,19.06,0.999,653.2,255.14,39.08,61.46,1008.89
2024-02-28 16:00:00,91.21,80.45,19.0,0.802,583.76,221.38,39.56,61.37,906.07
2024-02-28 17:00:00,86.01,80.44,18.41,0.734,544.49,224.45,43.95,67.43,880.32
2024-02-28 18:00:00,90.31,94.01,18.67,0.964,575.9,260.29,38.37,53.36,927.91
2024-02-28 19:00:00,89.23,89.17,19.75,0.849,575.25,246.6,37.61,67.3,926.77
2024-02-28 20:00:00,94.32,90.36,18.65,0.932,597.63,240.31,43.55,63.73,945.21
2024-02-28 21:00:00,108.66,96.11,19.84,1.0,656.97,258.81,42.79,60.39,1018.96
2024-02-28 22:00:00,104.93,89.16,19.16,0.943,639.16,255.1,39.03,55.73,989.02
2024-02-28 23:00:00,116.7,97.35,19.98,0.965,706.99,266.18,42.4,58.77,1074.34
2024-02-29 00:00:00,115.23,97.22,21.19,0.952,709.14,264.46,38.95,60.21,1072.76
2024-02-29 01:00:00,114.06,99.78,21.14,0.967,690.44,267.21,39.15,69.04,1065.83
2024-02-29 02:00:00,113.61,100.0,21.81,0.964,686.75,267.24,46.22,67.18,1067.38
2024-02-29 03:00:00,102.03,96.61,21.13,0.965,619.2,266.14,39.45,58.06,982.85
2024-02-29 04:00:00,94.65,80.23,20.23,0.792,590.35,229.33,38.38,70.05,928.11
2024-02-29 05:00:00,91.3,86.77,19.23,0.826,570.78,246.84,40.07,64.75,922.45
2024-02-29 06:00:00,83.54,85.45,19.29,0.797,537.92,242.73,32.14,62.36,875.15
2024-02-29 07:00:00,83.65,84.92,18.56,0.844,526.16,238.45,39.33,58.59,862.54
2024-02-29 08:00:00,88.32,81.01,19.88,0.788,558.98,232.44,41.02,57.11,889.54
2024-02-29 09:00:00,92.13,100.0,20.92,0.943,572.6,266.44,47.93,62.71,949.68
2024-02-29 10:00:00,115.72,91.48,18.79,0.956,706.15,251.81,40.37,61.92,1060.25
2024-02-29 11:00:00,108.58,88.87,19.82,0.977,656.01,254.68,41.75,58.05,1010.49
2024-02-29 12:00:00,114.11,98.23,18.86,1.0,686.0,266.34,41.39,65.57,1059.29
2024-02-29 13:00:00,111.88,100.0,20.19,0.964,681.67,268.7,49.07,60.82,1060.26
2024-02-29 14:00:00,108.73,90.18,19.05,0.899,660.02,250.65,44.01,62.09,1016.77
2024-02-29 15:00:00,103.26,90.3,18.77,0.98,655.19,242.64,34.2,65.36,997.39
2024-02-29 16:00:00,95.94,93.36,18.86,0.875,607.15,257.38,44.92,64.13,973.58
2024-02-29 17:00:00,84.68,82.25,20.63,0.862,543.52,242.9,36.22,51.9,874.55
2024-02-29 18:00:00,84.33,80.49,19.73,0.733,544.6,224.18,37.39,63.81,869.98
2024-02-29 19:00:00,88.14,86.9,19.23,0.953,541.86,244.09,34.8,60.14,880.89
2024-02-29 20:00:00,91.51,87.12,20.27,0.85,587.38,242.8,47.29,57.76,935.23
2024-02-29 21:00:00,106.43,98.37,19.25,1.0,656.24,266.28,44.75,60.26,1027.52
2024-02-29 22:00:00,109.46,100.0,21.57,1.0,666.73,269.6,44.92,58.47,1039.72
2024-02-29 23:00:00,115.93,99.5,18.42,0.99,704.18,273.24,44.14,60.63,1082.19
2024-03-01 00:00:00,117.65,100.0,19.74,0.964,713.76,263.41,42.76,59.9,1079.83
2024-03-01 01:00:00,117.68,99.91,17.92,1.0,705.09,273.95,38.72,63.44,1081.2
2024-03-01 02:00:00,108.22,96.56,19.5,0.957,664.16,263.19,40.82,52.34,1020.51
2024-03-01 03:00:00,94.81,87.68,17.51,0.857,602.45,233.56,37.93,60.92,934.86
2024-03-01 04:00:00,94.1,87.05,21.14,0.788,594.13,245.08,36.59,59.86,935.66
2024-03-01 05:00:00,84.4,88.19,21.17,0.856,540.0,245.87,37.44,71.26,894.57
2024-03-01 06:00:00,82.89,89.02,21.2,0.835,536.8,241.72,49.42,50.21,878.15
2024-03-01 07:00:00,89.36,77.14,20.07,0.799,577.83,222.96,38.47,64.61,903.87
2024-03-01 08:00:00,97.45,88.78,18.71,0.937,613.54,238.53,44.0,62.17,958.24
2024-03-01 09:00:00,100.09,86.6,18.82,0.903,611.12,237.75,48.31,63.83,961.01
2024-03-01 10:00:00,108.74,92.81,22.32,0.945,668.37,255.13,43.7,57.76,1024.96
2024-03-01 11:00:00,119.8,100.0,22.18,0.957,722.63,259.89,37.17,61.6,1081.28
2024-03-01 12:00:00,115.96,100.0,20.21,1.0,709.13,263.09,37.05,60.73,1070.0
2024-03-01 13:00:00,123.4,100.0,19.25,1.0,737.25,263.99,40.48,77.68,1119.39
2024-03-01 14:00:00,109.76,85.31,22.08,0.824,665.86,239.64,49.17,58.45,1013.11
2024-03-01 15:00:00,92.96,81.65,18.98,0.822,573.84,234.12,45.69,56.07,909.73
2024-03-01 16:00:00,95.51,92.24,20.37,0.915,592.01,248.35,42.15,70.01,952.51
2024-03-01 17:00:00,88.53,70.56,22.05,0.789,572.33,202.49,39.28,61.72,875.83
2024-03-01 18:00:00,90.16,91.02,18.77,0.953,572.38,251.96,41.52,62.57,928.43
2024-03-01 19:00:00,89.7,87.46,21.27,0.905,567.71,244.33,40.76,65.63,918.43
2024-03-01 20:00:00,91.95,92.55,20.81,0.84,590.1,250.16,40.73,60.38,941.37
2024-03-01 21:00:00,95.1,86.56,19.97,0.874,604.23,252.75,36.5,57.9,951.38
2024-03-01 22:00:00,106.66,83.02,18.53,0.822,647.43,235.46,36.42,60.66,979.98
2024-03-01 23:00:00,109.59,96.95,18.94,0.961,677.55,262.57,41.32,55.8,1037.23
2024-03-02 00:00:00,83.93,88.34,20.61,0.805,526.37,243.19,35.36,52.74,857.66
2024-03-02 01:00:00,87.1,88.17,18.04,0.827,559.16,251.21,37.5,55.78,903.66
2024-03-02 02:00:00,87.3,80.34,20.37,0.8,559.25,231.98,40.12,48.19,879.54
2024-03-02 03:00:00,76.58,78.72,20.99,0.843,512.09,214.89,41.32,58.18,826.49
2024-03-02 04:00:00,64.59,69.63,21.65,0.667,446.01,202.05,44.46,57.5,750.02
2024-03-02 05:00:00,67.04,69.42,18.08,0.674,453.22,203.1,34.99,63.02,2640.155
2024-03-02 06:00:00,68.54,79.05,22.15,0.88,461.36,225.92,35.27,60.65,783.2
2024-03-02 07:00:00,62.82,65.42,22.72,0.639,455.64,201.15,46.52,59.3,762.61
2024-03-02 08:00:00,68.84,69.95,20.79,0.693,464.86,200.47,46.71,65.89,777.92
2024-03-02 09:00:00,75.06,72.01,18.62,0.714,500.07,210.74,35.82,57.91,804.55
2024-03-02 10:00:00,77.49,71.29,19.68,0.646,491.26,219.91,36.62,54.45,
2024-03-02 11:00:00,87.34,84.4,20.1,0.873,550.06,237.41,42.18,47.36,877.02
2024-03-02 12:00:00,85.77,88.69,20.58,0.854,552.98,242.08,40.19,60.12,895.38
2024-03-02 13:00:00,86.42,82.29,20.21,0.821,539.19,224.8,40.23,59.73,863.94
2024-03-02 14:00:00,77.08,71.01,20.6,0.732,509.77,206.2,36.88,66.35,819.19
2024-03-02 15:00:00,73.25,80.82,20.04,0.905,480.45,223.26,42.88,55.66,802.25
2024-03-02 16:00:00,72.26,84.56,20.57,0.78,473.05,235.21,39.05,63.75,811.06
2024-03-02 17:00:00,63.77,68.65,19.48,0.73,433.0,207.42,38.92,47.58,726.93
2024-03-02 18:00:00,70.66,72.94,19.67,0.773,485.51,213.39,35.48,53.5,787.88
2024-03-02 19:00:00,63.66,74.41,19.31,0.712,440.96,213.38,43.17,61.92,759.42
2024-03-02 20:00:00,70.27,83.25,23.05,0.862,464.09,224.07,40.45,63.45,792.05
2024-03-02 21:00:00,78.73,76.77,22.37,0.85,519.85,226.2,40.49,51.7,838.24
2024-03-02 22:00:00,74.95,70.81,21.01,0.67,501.4,206.59,44.76,56.03,808.78
2024-03-02 23:00:00,77.7,82.01,22.16,0.832,505.45,232.86,36.11,60.23,834.64
2024-03-03 00:00:00,80.15,84.07,21.52,0.861,528.41,231.07,39.65,59.52,858.66
2024-03-03 01:00:00,89.79,84.93,20.6,0.876,577.02,235.89,33.77,62.74,909.42
2024-03-03 02:00:00,78.42,76.42,18.07,0.803,518.9,217.0,37.91,64.57,838.37
2024-03-03 03:00:00,85.23,87.59,19.93,0.884,540.77,235.93,45.15,53.61,875.47
2024-03-03 04:00:00,67.12,76.2,19.82,0.788,446.16,214.57,33.83,62.22,756.78
2024-03-03 05:00:00,66.0,69.16,18.63,0.646,436.43,205.14,40.94,56.4,738.92
2024-03-03 06:00:00,69.92,75.2,18.1,0.76,464.35,219.72,46.41,61.68,792.16
2024-03-03 07:00:00,73.28,69.88,21.07,0.675,483.47,202.65,42.2,57.67,785.98
2024-03-03 08:00:00,77.62,82.24,20.81,0.761,505.81,225.49,37.66,65.38,834.35
2024-03-03 09:00:00,79.83,78.61,18.58,0.761,518.79,222.93,35.55,62.93,840.21
2024-03-03 10:00:00,84.72,80.18,19.21,0.815,557.47,233.06,32.28,55.06,877.87
2024-03-03 11:00:00,87.11,83.39,22.07,0.856,552.85,229.49,46.37,51.61,880.32
2024-03-03 12:00:00,89.36,84.88,19.01,0.785,566.43,238.33,38.32,65.95,909.02
2024-03-03 13:00:00,82.54,85.74,20.58,0.811,518.15,236.1,32.79,56.47,843.51
2024-03-03 14:00:00,77.35,81.63,20.04,0.853,524.58,238.2,35.92,56.99,855.69
2024-03-03 15:00:00,74.99,76.71,21.09,0.793,484.41,218.05,35.69,63.71,801.86
2024-03-03 16:00:00,68.69,78.17,19.04,0.826,457.82,228.12,38.02,54.88,778.84
2024-03-03 17:00:00,63.44,73.73,20.46,0.806,442.79,220.91,49.55,61.0,774.25
2024-03-03 18:00:00,66.54,71.13,20.58,0.738,454.65,218.63,43.69,60.09,777.06
2024-03-03 19:00:00,69.08,73.92,20.67,0.718,478.54,207.1,41.94,59.59,787.17
2024-03-03 20:00:00,69.73,74.12,20.45,0.747,474.4,207.27,44.79,65.98,792.44
2024-03-03 21:00:00,80.91,82.98,20.84,0.913,523.9,241.25,47.34,62.33,874.82
2024-03-03 22:00:00,76.06,76.19,23.61,0.9,508.64,226.02,45.02,64.9,844.57
2024-03-03 23:00:00,83.97,80.03,24.17,0.823,549.13,224.37,49.67,58.75,881.92
2024-03-04 00:00:00,112.13,100.0,19.52,1.0,675.38,250.58,37.44,56.38,1019.78
2024-03-04 01:00:00,105.52,97.46,17.0,1.0,655.33,265.15,36.55,65.19,1022.22
2024-03-04 02:00:00,107.17,89.78,21.37,0.899,654.07,239.44,35.87,57.15,986.53
2024-03-04 03:00:00,99.51,92.61,20.76,0.984,616.74,249.52,41.18,60.62,968.05
2024-03-04 04:00:00,98.55,89.87,22.07,0.949,613.91,249.81,29.61,62.12,955.45
2024-03-04 05:00:00,89.53,86.72,20.91,0.885,564.62,244.01,45.3,56.15,910.08
2024-03-04 06:00:00,80.9,81.14,20.57,0.795,521.04,239.88,38.03,56.17,855.11
2024-03-04 07:00:00,94.43,93.16,22.17,0.856,600.01,253.4,43.62,58.64,955.67
2024-03-04 08:00:00,97.38,90.42,22.38,0.941,594.69,244.02,35.12,63.72,937.56
2024-03-04 09:00:00,102.33,90.85,18.4,0.919,623.15,256.3,44.44,61.73,985.62
2024-03-04 10:00:00,106.59,98.51,19.25,0.948,658.37,269.13,45.53,53.23,1026.26
2024-03-04 11:00:00,109.15,95.74,20.32,0.901,665.18,258.88,40.41,69.76,1034.24
2024-03-04 12:00:00,113.51,97.36,20.63,1.0,695.49,264.65,42.11,61.9,1064.15
2024-03-04 13:00:00,117.35,100.0,20.14,0.92,709.59,267.73,35.9,57.88,1071.1
2024-03-04 14:00:00,115.04,97.05,21.13,0.985,684.52,267.96,40.18,59.24,1051.9
2024-03-04 15:00:00,106.17,93.13,21.97,0.974,651.37,265.71,43.89,58.79,1019.75
2024-03-04 16:00:00,90.54,82.34,23.06,0.851,577.0,228.56,40.7,58.14,904.4
2024-03-04 17:00:00,82.53,77.51,21.35,0.756,534.53,225.3,46.11,65.83,871.76
2024-03-04 18:00:00,85.56,77.79,19.2,0.715,544.07,214.18,32.87,71.88,863.0
2024-03-04 19:00:00,79.94,73.01,20.26,0.759,517.49,206.88,38.69,57.44,820.49
2024-03-04 20:00:00,93.79,82.5,20.37,0.885,584.48,236.62,32.32,57.71,911.13
2024-03-04 21:00:00,99.41,88.83,21.25,0.86,606.45,246.13,41.26,59.55,953.39
2024-03-04 22:00:00,105.64,93.33,21.06,0.959,636.48,249.35,39.15,53.12,978.09
